ticket_id,title,description,category,priority,created_at,num_comments,is_reopened,resolution_duration_hours
287,Ticket 287: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-03-20 06:52:36.287008,13,False,22.82
288,Ticket 288: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-09-12 18:52:36.287018,4,False,20.21
289,Ticket 289: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-04-16 07:52:36.287028,12,False,20.89
290,Ticket 290: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-10-19 14:52:36.287038,0,True,15.48
291,Ticket 291: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-02-10 23:52:36.287048,7,False,34.1
292,Ticket 292: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-12-10 06:52:36.287059,5,False,10.17
293,Ticket 293: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-05-16 03:52:36.287069,5,False,12.32
294,Ticket 294: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-01-25 02:52:36.287079,12,False,16.62
295,Ticket 295: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-09-29 02:52:36.287088,9,False,23.28
296,Ticket 296: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-05-02 03:52:36.287098,10,False,16.87
297,Ticket 297: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-03-02 03:52:36.287108,5,False,10.38
298,Ticket 298: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-04-06 20:52:36.287120,14,False,40.11
299,Ticket 299: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-03-28 13:52:36.287130,4,False,43.47
300,Ticket 300: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-04-21 04:52:36.287142,2,False,42.86
301,Ticket 301: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-06-11 03:52:36.287152,9,False,22.37
302,Ticket 302: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-08-23 09:52:36.287161,6,True,68.35
303,Ticket 303: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-12-24 13:52:36.287171,2,True,30.0
304,Ticket 304: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-06-18 10:52:36.287181,7,False,25.9
305,Ticket 305: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-05-06 21:52:36.287190,0,False,15.4
306,Ticket 306: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-02-27 10:52:36.287200,13,False,17.05
307,Ticket 307: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-01-01 00:52:36.287211,3,False,23.0
308,Ticket 308: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-07-19 21:52:36.287220,14,False,15.79
309,Ticket 309: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-04-17 15:52:36.287230,4,True,15.44
310,Ticket 310: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-04-16 15:52:36.287242,11,True,51.76
311,Ticket 311: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-06-30 00:52:36.287252,6,False,8.69
312,Ticket 312: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-08-25 10:52:36.287262,9,False,20.86
313,Ticket 313: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-24 15:52:36.287272,1,True,71.93
314,Ticket 314: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-01-01 21:52:36.287281,9,False,8.8
315,Ticket 315: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-11 01:52:36.287291,10,False,12.0
316,Ticket 316: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-02-27 07:52:36.287301,0,True,20.71
317,Ticket 317: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-01-15 08:52:36.287311,6,False,23.66
318,Ticket 318: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-03-13 15:52:36.287320,7,False,12.8
319,Ticket 319: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-02-07 07:52:36.287330,8,False,9.53
320,Ticket 320: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-10-01 02:52:36.287339,5,False,12.8
321,Ticket 321: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-04-24 09:52:36.287349,3,True,19.3
322,Ticket 322: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-04-26 02:52:36.287358,15,False,27.18
323,Ticket 323: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-05-23 22:52:36.287369,9,False,40.06
324,Ticket 324: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-09-25 05:52:36.287380,6,False,20.05
325,Ticket 325: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-03-21 14:52:36.287390,11,False,71.85
326,Ticket 326: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-01-02 11:52:36.287399,2,False,2.53
327,Ticket 327: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-05-10 11:52:36.287409,1,False,19.54
328,Ticket 328: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-02-20 07:52:36.287419,6,True,13.31
329,Ticket 329: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-02-05 11:52:36.287428,12,False,15.58
330,Ticket 330: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-05-30 13:52:36.287438,8,False,17.86
331,Ticket 331: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-06-23 13:52:36.287448,6,True,15.09
332,Ticket 332: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-04-11 05:52:36.287460,2,False,17.61
333,Ticket 333: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-09-28 14:52:36.287470,8,False,15.8
334,Ticket 334: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2025-05-26 14:52:36.287479,12,True,16.72
335,Ticket 335: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-12-30 22:52:36.287489,6,False,74.2
336,Ticket 336: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-09-08 16:52:36.287499,15,False,24.2
337,Ticket 337: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-10-10 17:52:36.287509,9,False,17.94
338,Ticket 338: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-07-15 09:52:36.287519,12,False,30.37
339,Ticket 339: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-09-20 16:52:36.287529,15,True,44.73
340,Ticket 340: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-03-11 23:52:36.287538,7,True,69.04
341,Ticket 341: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-02-25 13:52:36.287548,11,False,27.27
342,Ticket 342: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-03-10 19:52:36.287562,11,False,75.46
343,Ticket 343: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-11-22 07:52:36.287572,9,True,23.23
344,Ticket 344: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-05-12 07:52:36.287582,9,False,24.5
345,Ticket 345: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-03-07 15:52:36.287592,2,False,10.06
346,Ticket 346: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2025-02-07 19:52:36.287603,3,False,12.92
347,Ticket 347: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-06-07 15:52:36.287613,14,True,28.2
348,Ticket 348: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-09-16 00:52:36.287622,2,False,21.56
349,Ticket 349: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-11-29 14:52:36.287632,13,False,13.39
350,Ticket 350: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-07-12 21:52:36.287641,11,False,46.84
351,Ticket 351: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-12-22 01:52:36.287651,8,True,21.73
352,Ticket 352: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-08-19 14:52:36.287660,6,False,48.89
353,Ticket 353: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2024-11-27 05:52:36.287670,12,True,27.65
354,Ticket 354: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-08-19 23:52:36.287680,1,False,18.29
355,Ticket 355: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-04 10:52:36.287690,9,False,42.57
356,Ticket 356: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-03-28 03:52:36.287699,10,False,10.58
357,Ticket 357: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-12-16 09:52:36.287709,6,False,16.69
358,Ticket 358: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-08-28 16:52:36.287719,7,False,34.12
359,Ticket 359: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-10-19 00:52:36.287729,13,True,75.94
360,Ticket 360: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-07-06 22:52:36.287742,12,True,22.24
361,Ticket 361: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-01-27 02:52:36.287753,12,False,45.19
362,Ticket 362: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-07-02 11:52:36.287764,5,False,6.56
363,Ticket 363: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-06-17 17:52:36.287773,14,False,50.52
364,Ticket 364: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-12-04 09:52:36.287782,0,False,13.5
365,Ticket 365: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-05-22 08:52:36.287792,14,False,12.18
366,Ticket 366: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-09 10:52:36.287801,4,True,27.65
367,Ticket 367: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-12-24 05:52:36.287810,4,False,11.25
368,Ticket 368: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-04-25 22:52:36.287820,1,False,10.26
369,Ticket 369: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-12-03 07:52:36.287830,12,False,15.53
370,Ticket 370: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-06-13 10:52:36.287839,15,False,38.34
371,Ticket 371: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-05-16 23:52:36.287848,2,False,43.59
372,Ticket 372: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-12-02 02:52:36.287858,3,True,22.88
373,Ticket 373: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-10-13 11:52:36.287867,7,False,52.72
374,Ticket 374: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-11-16 03:52:36.287877,14,False,20.82
375,Ticket 375: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2025-06-20 01:52:36.287888,10,False,27.63
376,Ticket 376: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-02-17 15:52:36.287897,7,False,14.27
377,Ticket 377: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-11-28 07:52:36.287907,11,True,73.09
378,Ticket 378: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-12-16 05:52:36.287917,15,False,33.47
379,Ticket 379: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-06-02 17:52:36.287927,11,False,20.54
380,Ticket 380: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-01-30 03:52:36.287937,2,False,32.63
381,Ticket 381: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-06-22 04:52:36.287946,2,True,43.12
382,Ticket 382: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-01-05 22:52:36.287955,0,False,6.81
383,Ticket 383: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-08-11 09:52:36.287966,2,True,54.4
384,Ticket 384: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-05-04 02:52:36.287977,4,False,27.0
385,Ticket 385: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-11-22 09:52:36.287986,2,False,56.25
386,Ticket 386: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-05-23 18:52:36.287999,0,False,54.58
387,Ticket 387: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-01-28 18:52:36.288009,6,False,32.06
388,Ticket 388: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-01 06:52:36.288018,2,False,35.81
389,Ticket 389: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-08-30 01:52:36.288028,6,False,23.09
390,Ticket 390: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-04-18 11:52:36.288038,4,False,9.97
391,Ticket 391: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-17 05:52:36.288048,11,True,72.37
392,Ticket 392: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-02-01 07:52:36.288057,5,True,40.53
393,Ticket 393: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-01-15 04:52:36.288066,12,False,26.53
394,Ticket 394: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-06-03 06:52:36.288076,11,True,23.66
395,Ticket 395: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-06-15 23:52:36.288085,8,True,61.84
396,Ticket 396: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-09-01 11:52:36.288095,9,False,22.56
397,Ticket 397: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-11-05 18:52:36.288104,3,True,61.89
398,Ticket 398: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-10-03 13:52:36.288115,5,False,17.83
399,Ticket 399: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-04-01 15:52:36.288125,0,False,18.68
400,Ticket 400: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-09-17 07:52:36.288135,1,False,7.78
401,Ticket 401: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-09-14 21:52:36.288145,4,False,15.07
402,Ticket 402: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-11-12 15:52:36.288154,8,False,25.11
403,Ticket 403: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-06-03 06:52:36.288164,14,False,36.33
404,Ticket 404: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-12-16 19:52:36.288173,13,False,38.18
405,Ticket 405: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-01-25 23:52:36.288183,12,False,23.93
406,Ticket 406: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-02-22 12:52:36.288192,0,False,17.84
407,Ticket 407: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-04-19 09:52:36.288202,2,False,27.43
408,Ticket 408: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-05-12 09:52:36.288212,7,False,36.8
409,Ticket 409: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-11-19 08:52:36.288222,13,False,41.32
410,Ticket 410: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-10-03 05:52:36.288233,3,False,16.1
411,Ticket 411: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-10-13 08:52:36.288243,5,False,18.32
412,Ticket 412: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-12-20 06:52:36.288252,9,False,56.9
413,Ticket 413: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-07-26 20:52:36.288261,6,False,62.06
414,Ticket 414: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-09-01 02:52:36.288272,11,True,71.89
415,Ticket 415: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-05-05 06:52:36.288281,10,True,31.83
416,Ticket 416: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-04-16 00:52:36.288291,13,False,44.26
417,Ticket 417: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2024-09-07 06:52:36.288300,10,False,15.57
418,Ticket 418: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-01-17 11:52:36.288310,6,False,34.86
419,Ticket 419: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-08-11 21:52:36.288320,9,False,50.31
420,Ticket 420: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-05-27 05:52:36.288329,10,False,47.27
421,Ticket 421: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-10-01 06:52:36.288407,13,False,11.63
422,Ticket 422: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-09-01 10:52:36.288418,10,True,79.27
423,Ticket 423: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-11-15 16:52:36.288428,5,True,18.77
424,Ticket 424: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-07-12 01:52:36.288439,11,False,15.04
425,Ticket 425: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-03-26 23:52:36.288449,8,False,27.69
426,Ticket 426: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-11-02 10:52:36.288461,1,True,98.1
427,Ticket 427: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-07-22 03:52:36.288471,5,False,10.02
428,Ticket 428: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-12-25 23:52:36.288481,8,False,55.99
429,Ticket 429: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-03-26 06:52:36.288491,0,False,12.88
430,Ticket 430: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-11-30 16:52:36.288502,6,False,41.17
431,Ticket 431: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-08-19 08:52:36.288512,12,False,18.09
432,Ticket 432: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-04-24 08:52:36.288521,10,False,48.88
433,Ticket 433: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-12-12 01:52:36.288531,10,False,65.94
434,Ticket 434: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-08-03 14:52:36.288540,10,True,21.99
435,Ticket 435: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-01-25 09:52:36.288550,5,False,52.38
436,Ticket 436: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-07-22 07:52:36.288560,6,True,23.82
437,Ticket 437: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2024-10-07 08:52:36.288570,11,False,19.87
438,Ticket 438: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2024-07-30 18:52:36.288580,0,False,24.79
439,Ticket 439: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-03-09 20:52:36.288591,14,False,26.45
440,Ticket 440: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-05-18 18:52:36.288600,1,False,9.61
441,Ticket 441: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-06-07 09:52:36.288610,13,False,27.39
442,Ticket 442: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-04-02 10:52:36.288620,8,False,12.07
443,Ticket 443: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-05-20 04:52:36.288629,3,False,49.08
444,Ticket 444: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-05-24 14:52:36.288639,13,True,42.72
445,Ticket 445: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-03-24 20:52:36.288649,3,False,19.34
446,Ticket 446: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-11-14 00:52:36.288658,12,False,47.58
447,Ticket 447: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-01-12 02:52:36.288668,4,False,13.12
448,Ticket 448: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-01 02:52:36.288678,3,False,33.02
449,Ticket 449: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2024-11-22 12:52:36.288689,4,True,34.0
450,Ticket 450: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-11-19 05:52:36.288699,8,True,58.85
451,Ticket 451: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-01-21 00:52:36.288709,6,False,26.13
452,Ticket 452: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-08-03 18:52:36.288718,14,False,16.93
453,Ticket 453: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-03 18:52:36.288728,8,True,61.85
454,Ticket 454: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-07-31 21:52:36.288738,7,False,38.06
455,Ticket 455: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-11-02 22:52:36.288748,0,False,29.93
456,Ticket 456: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-06-01 21:52:36.288757,10,False,10.59
457,Ticket 457: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-11-16 06:52:36.288767,0,False,9.65
458,Ticket 458: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-04-18 14:52:36.288777,1,False,13.59
459,Ticket 459: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-06-05 21:52:36.288787,13,False,29.1
460,Ticket 460: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-07-03 01:52:36.288798,7,True,14.1
461,Ticket 461: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-01-16 15:52:36.288809,7,False,17.5
462,Ticket 462: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-12-07 04:52:36.288819,2,False,16.14
463,Ticket 463: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-05-28 19:52:36.288828,8,False,21.45
464,Ticket 464: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-01-22 19:52:36.288838,8,False,12.17
465,Ticket 465: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-01-15 10:52:36.288847,12,False,75.33
466,Ticket 466: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-12-01 23:52:36.288856,5,False,33.12
467,Ticket 467: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-10-29 00:52:36.288866,6,False,41.61
468,Ticket 468: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-12-02 07:52:36.288877,10,False,49.81
469,Ticket 469: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-18 08:52:36.288887,10,False,24.5
470,Ticket 470: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-12-05 20:52:36.288896,13,False,61.88
471,Ticket 471: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-06-17 19:52:36.288906,0,False,35.06
472,Ticket 472: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-11-14 15:52:36.288916,8,False,14.51
473,Ticket 473: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-03-26 22:52:36.288925,9,False,13.57
474,Ticket 474: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-02-24 15:52:36.288935,3,False,14.28
475,Ticket 475: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-04-06 19:52:36.288944,6,False,26.9
476,Ticket 476: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-11-20 17:52:36.288955,9,False,22.82
477,Ticket 477: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-09-09 17:52:36.288964,4,False,29.99
478,Ticket 478: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-11-20 22:52:36.288974,0,False,80.34
479,Ticket 479: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-11-12 01:52:36.288983,4,False,50.16
480,Ticket 480: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-12-03 08:52:36.288993,14,False,19.11
481,Ticket 481: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-07-30 12:52:36.289002,5,False,48.79
482,Ticket 482: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-07-02 06:52:36.289012,6,False,19.02
483,Ticket 483: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-09-10 17:52:36.289021,13,True,20.53
484,Ticket 484: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-10 16:52:36.289031,6,True,50.66
485,Ticket 485: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-01-06 23:52:36.289042,10,False,45.64
486,Ticket 486: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-12-11 08:52:36.289051,14,False,48.92
487,Ticket 487: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-06-15 13:52:36.289062,1,False,21.36
488,Ticket 488: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-11-12 10:52:36.289074,3,False,15.02
489,Ticket 489: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-03-05 20:52:36.289083,0,False,58.34
490,Ticket 490: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-05-19 16:52:36.289093,9,False,50.28
491,Ticket 491: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-08-07 13:52:36.289102,14,False,18.25
492,Ticket 492: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-10-10 20:52:36.289111,15,False,53.04
493,Ticket 493: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-05-09 23:52:36.289121,12,False,25.5
494,Ticket 494: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2024-10-01 02:52:36.289130,4,False,17.87
495,Ticket 495: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-11-11 19:52:36.289141,4,False,28.34
496,Ticket 496: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-04-18 14:52:36.289150,8,False,22.22
497,Ticket 497: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-03-09 19:52:36.289160,6,False,26.59
